;Trip_Distance_km;Passenger_Count;Base_Fare;Per_Km_Rate;Per_Minute_Rate;Trip_Duration_Minutes;Trip_Price;Afternoon;Evening;Morning;Night;Weekday;Weekend;High;Low;Medium;Clear;Rain;Snow;Code;Cluster
849;30.17;4.0;4.13;1.91;0.36;103.47;99.0039;True;False;False;False;True;False;False;False;True;True;False;False;850;4
891;42.93;2.0;3.24;0.54;0.14;119.84;43.19980000000001;True;False;False;False;True;False;False;False;True;True;False;False;892;4
322;33.35;1.0;4.13;1.96;0.26;19.63;74.59979999999999;False;True;False;False;True;False;True;False;False;True;False;False;323;4
832;7.9;3.0;3.61;1.91;0.42;55.74;42.1098;True;False;False;False;True;False;False;False;True;True;False;False;833;4
93;28.5;1.0;4.92;1.78;0.46;109.33;105.9418;True;False;False;False;True;False;False;False;True;True;False;False;94;4
99;6.29;3.0;4.15;1.37;0.21;80.37;29.645000000000003;True;False;False;False;True;False;False;False;False;True;False;False;100;4
86;36.75;2.0;3.28;1.21;0.27;105.46;76.2217;True;False;False;False;True;False;False;False;True;True;False;False;87;4
819;17.42;4.0;2.09;1.92;0.3;88.42;62.0624;True;False;False;False;True;False;False;False;True;True;False;False;820;4
108;112.8309582902826;2.0;3.35;1.9;0.23;78.63;233.00828520738887;True;False;False;False;True;False;True;False;False;False;False;True;109;4
818;3.68;3.0;3.94;1.16;0.44;79.58;43.224;True;False;False;False;True;False;False;False;True;True;False;False;819;4
118;44.74;2.0;3.65;1.25;0.49;6.72;62.8678;False;False;False;False;True;False;False;False;True;True;False;False;119;4
110;102.74755620694734;2.0;2.23;1.8;0.23;53.09;274.53508679715014;False;True;False;False;True;False;False;False;True;True;False;False;111;4
792;25.79;2.0;4.86;0.66;0.13;66.91;30.5797;True;False;False;False;True;False;False;False;True;True;False;False;793;4
775;8.35;4.0;3.96;1.81;0.4;43.66;36.5375;True;False;False;False;True;False;False;False;True;True;False;False;776;4
141;109.61608204688008;4.0;4.46;1.69;0.23;53.88;327.21766546350466;True;False;False;False;True;False;True;False;False;True;False;False;142;4
136;26.42;3.0;3.76;1.86;0.23;97.04;75.22040000000001;False;True;False;False;True;False;True;False;False;True;False;False;137;4
687;14.72;4.0;2.89;1.07;0.47;5.01;20.9951;True;False;False;False;True;False;False;False;True;True;False;False;688;4
130;21.45;2.0;4.27;1.12;0.3;82.54;53.056;False;True;False;False;True;False;False;False;True;True;False;False;131;4
129;26.03;2.0;2.27;1.55;0.4;83.98;76.20850000000002;False;False;True;False;True;False;False;False;True;True;False;False;130;4
776;12.23;4.0;2.77;0.95;0.3;38.38;25.9025;True;False;False;False;True;False;False;False;True;True;False;False;777;4
367;45.36;3.0;2.7;0.77;0.24;70.04;54.436800000000005;False;False;False;True;True;False;False;False;True;True;False;False;368;4
360;20.02;3.0;3.37;0.61;0.12;63.16;23.1614;False;False;False;True;True;False;True;False;False;True;False;False;361;4
353;8.98;2.0;4.59;1.67;0.22;84.33;38.1392;False;True;False;False;False;False;True;False;False;True;False;False;354;4
389;40.53;1.0;3.35;1.26;0.26;16.46;58.6974;True;False;False;False;True;False;False;False;True;True;False;False;390;4
386;14.82;4.0;3.7;0.81;0.18;88.36;31.609;False;True;False;False;True;False;True;False;False;True;False;False;387;4
724;29.15;2.0;2.32;1.84;0.24;108.44;81.9816;True;False;False;False;True;False;False;False;True;True;False;False;725;4
160;19.02;2.0;2.55;1.36;0.12;54.88;35.0028;False;True;False;False;True;False;False;False;True;True;False;False;161;4
157;38.32;1.0;4.58;0.98;0.37;28.41;52.6453;False;True;False;False;True;False;False;False;True;True;False;False;158;4
150;45.51;1.0;4.23;0.63;0.13;27.65;36.4958;False;True;False;False;True;False;False;False;True;True;False;False;151;4
146;30.87;4.0;2.08;1.85;0.31;55.61;76.4286;False;True;False;False;True;False;False;False;True;True;False;False;147;4
143;15.74;2.0;3.05;1.84;0.21;35.48;39.4624;True;False;False;False;True;False;False;False;False;True;False;False;144;4
731;40.91;1.0;4.73;1.16;0.28;19.1;57.53359999999999;True;False;False;False;True;False;False;False;True;True;False;False;732;4
659;28.97;3.0;4.51;1.37;0.41;51.21;65.195;True;False;False;False;True;False;False;False;True;True;False;False;660;4
682;9.37;1.0;2.35;1.67;0.13;18.1;20.3509;True;False;False;False;True;False;False;False;True;True;False;False;683;4
378;40.91;1.0;3.34;1.65;0.36;47.96;88.1071;True;False;False;False;False;False;False;False;True;True;False;False;379;4
375;16.63;2.0;2.77;1.15;0.32;17.94;27.6353;False;True;False;False;False;False;False;False;True;True;False;False;376;4
305;48.82;2.0;2.27;1.7;0.14;101.76;99.5104;False;True;False;False;True;False;True;False;False;True;False;False;306;4
306;26.3;2.0;3.03;1.61;0.39;52.71;65.9299;False;True;False;False;True;False;False;False;True;True;False;False;307;4
303;32.23;3.0;4.45;1.2;0.23;119.08;70.5144;True;False;False;False;True;False;True;False;False;True;False;False;304;4
299;5.18;2.0;2.49;1.29;0.21;59.81;21.7323;False;True;False;False;True;False;False;False;True;True;False;False;300;4
622;19.15;2.0;2.01;1.3;0.15;80.61;38.9965;True;False;False;False;True;False;False;False;True;True;False;False;623;4
293;18.65;1.0;4.75;0.98;0.36;87.41;54.49459999999999;True;False;False;False;True;False;False;False;True;True;False;False;294;4
664;5.99;3.0;2.76;1.57;0.25;115.4;41.014300000000006;False;False;False;True;True;False;False;False;True;True;False;False;665;4
662;30.68;1.0;2.75;1.44;0.27;93.45;72.16069999999999;False;False;False;True;True;False;False;False;True;True;False;False;663;4
660;18.45;4.0;2.46;1.59;0.49;109.53;85.4652;True;False;False;False;True;False;False;False;True;True;False;False;661;4
395;46.61;1.0;2.74;1.84;0.44;21.11;97.7908;False;True;False;False;True;False;True;False;False;True;False;False;396;4
169;29.95;2.0;4.24;0.7;0.24;98.23;48.7802;False;False;True;False;True;False;False;False;True;True;False;False;170;4
180;17.71;4.0;2.71;1.48;0.48;6.06;31.829600000000003;False;False;False;True;True;False;False;False;True;True;False;False;181;4
452;21.79;2.0;4.37;1.17;0.34;5.61;31.7717;False;True;False;False;True;False;True;False;False;True;False;False;453;4
242;45.83;4.0;4.5;1.36;0.39;54.66;88.1462;False;True;False;False;True;False;False;False;True;True;False;False;243;4
241;47.74;3.0;3.71;0.67;0.17;53.16;44.733;False;True;False;False;True;False;True;False;False;True;False;False;242;4
440;5.16;2.0;3.23;1.72;0.25;58.17;26.6477;False;False;False;True;True;False;False;False;True;True;False;False;441;4
614;43.81;3.0;2.81;1.28;0.26;42.48;69.9316;True;False;False;False;True;False;False;False;True;True;False;False;615;4
605;23.58;2.0;2.54;0.6;0.34;38.5;29.778;True;False;False;False;True;False;False;False;True;True;False;False;606;4
587;7.32;4.0;2.62;1.43;0.39;117.69;58.9867;True;False;False;False;True;False;False;False;True;True;False;False;588;4
578;25.11;4.0;3.66;1.34;0.25;88.1;59.3324;True;False;False;False;True;False;False;False;True;True;False;False;579;4
198;44.47;2.0;4.95;1.71;0.24;59.18;95.1969;False;True;False;False;True;False;True;False;False;True;False;False;199;4
601;14.65;4.0;4.17;0.8;0.5;96.08;63.93;True;False;False;False;True;False;False;False;True;True;False;False;602;4
593;17.94;1.0;3.69;0.69;0.49;85.75;58.0861;False;False;True;False;True;False;True;False;False;True;False;False;594;4
550;26.49;1.0;3.54;1.82;0.15;99.2;66.6318;False;False;False;True;True;False;True;False;False;True;False;False;551;4
548;26.5;1.0;4.44;0.81;0.45;114.61;77.4795;False;False;True;False;True;False;True;False;False;True;False;False;549;4
543;33.91;2.0;2.48;0.73;0.38;34.54;40.3595;False;False;True;False;True;False;False;False;True;True;False;False;544;4
520;30.11;3.0;3.25;1.33;0.3;36.34;54.1983;False;False;True;False;True;False;False;False;True;True;False;False;521;4
517;40.72;2.0;3.64;0.62;0.35;98.49;63.3579;False;True;False;False;True;False;True;False;False;True;False;False;518;4
516;19.45;1.0;2.4;0.86;0.29;16.93;24.0367;True;False;False;False;True;False;True;False;False;True;False;False;517;4
238;32.63;1.0;2.12;0.86;0.37;15.33;35.8539;False;False;False;True;True;False;False;False;True;True;False;False;239;4
237;2.19;1.0;2.8;0.51;0.18;14.2;6.472899999999999;True;False;False;False;True;False;False;False;True;True;False;False;238;4
229;31.93;1.0;4.77;1.71;0.32;37.67;71.4247;True;False;False;False;True;False;False;False;True;True;False;False;230;4
225;130.80900130744172;1.0;3.93;0.63;0.16;88.31;328.8717691378544;True;False;False;False;True;False;True;False;False;True;False;False;226;4
556;7.57;3.0;3.42;1.7;0.23;103.8;40.163;True;False;False;False;True;False;True;False;False;True;False;False;557;4
277;32.85;4.0;2.44;1.18;0.42;31.52;54.4414;False;False;False;True;True;False;False;False;True;True;False;False;278;4
271;40.7;2.0;4.16;1.81;0.38;35.27;91.2296;False;True;False;False;True;False;False;False;False;True;False;False;272;4
270;40.66;2.0;3.9;0.67;0.3;34.29;41.4292;True;False;False;False;True;False;False;False;True;True;False;False;271;4
494;23.72;3.0;2.22;1.89;0.15;39.05;52.9083;True;False;False;False;True;False;False;False;True;True;False;False;495;4
493;10.22;2.0;3.5;0.63;0.23;59.81;23.694900000000004;False;False;True;False;True;False;False;False;False;True;False;False;494;4
533;28.22;3.0;2.7;1.38;0.14;100.83;55.7598;False;False;True;False;True;False;True;False;False;True;False;False;534;4
525;23.97;1.0;2.79;1.24;0.26;48.93;45.2346;False;False;True;False;True;False;True;False;False;True;False;False;526;4
530;40.83;1.0;3.87;1.5;0.24;45.05;75.92699999999999;True;False;False;False;True;False;False;False;True;True;False;False;531;4
250;15.43;2.0;2.73;0.93;0.16;75.12;29.0991;False;True;False;False;True;False;True;False;False;True;False;False;251;4
248;48.22;3.0;4.96;1.99;0.22;19.21;105.144;False;False;False;True;True;False;False;False;True;True;False;False;249;4
52;47.04;4.0;4.83;1.38;0.36;79.54;98.3796;False;False;False;True;True;False;False;False;True;False;False;False;53;4
484;29.63;3.0;2.43;1.76;0.28;6.31;56.345600000000005;True;False;False;False;True;False;True;False;False;True;False;False;485;4
31;9.36;1.0;2.4;1.85;0.15;7.07;20.7765;True;False;False;False;True;False;False;False;True;True;False;False;32;4
456;1.56;4.0;2.93;1.31;0.37;79.16;34.2628;True;False;False;False;True;False;True;False;False;True;False;False;457;4
297;11.58;3.0;4.93;0.97;0.17;63.28;26.9202;False;False;True;False;True;False;False;True;False;False;True;False;298;5
710;38.25;1.0;3.49;1.18;0.17;109.53;67.24510000000001;False;False;True;False;False;False;False;True;False;False;True;False;711;5
330;18.44;2.0;4.99;1.9;0.18;44.45;48.027;True;False;False;False;True;False;False;True;False;False;True;False;331;5
467;43.56;3.0;2.26;1.04;0.11;89.67;57.426100000000005;True;False;False;False;True;False;False;True;False;False;True;False;468;5
12;41.79;3.0;4.6;1.77;0.11;86.95;88.13279999999999;False;False;False;True;False;True;True;False;False;True;False;False;13;6
5;8.64;2.0;2.55;1.71;0.48;89.33;60.2028;True;False;False;False;False;True;False;False;True;True;False;False;6;6
27;138.09832791310237;4.0;2.24;1.75;0.32;94.86;280.87730155406564;False;True;False;False;False;True;False;False;True;False;True;False;28;6
17;26.71;4.0;4.3;1.59;0.2;111.18;69.0049;True;False;False;False;False;True;False;True;False;False;True;False;18;6
884;40.2;3.0;3.38;1.53;0.2;66.51;78.18800000000002;False;False;True;False;True;False;True;False;False;True;False;False;885;7
886;32.98;3.0;3.67;0.64;0.49;109.94;78.64779999999999;False;False;True;False;True;False;True;False;False;True;False;False;887;7
41;25.26;2.0;3.95;1.71;0.12;82.53;57.0482;False;True;False;False;True;False;True;False;False;True;False;False;42;7
940;14.43;4.0;2.81;1.46;0.21;24.69;29.0627;False;False;True;False;True;False;True;False;False;True;False;False;941;7
971;46.9;4.0;4.47;0.56;0.21;84.34;48.44540000000001;False;True;False;False;True;False;True;False;False;True;False;False;972;7
848;25.61;3.0;3.79;1.56;0.29;79.89;66.9097;False;True;False;False;False;False;True;False;False;True;False;False;849;7
821;1.23;1.0;3.53;1.3;0.38;106.74;45.6902;False;False;True;False;True;False;False;False;False;True;False;False;822;7
969;24.33;3.0;4.3;1.0;0.11;46.42;33.7362;False;False;True;False;True;False;True;False;False;True;False;False;970;7
289;29.95;4.0;2.63;1.33;0.33;81.84;69.47070000000001;False;False;True;False;True;False;True;False;False;True;False;False;290;8
278;35.4;3.0;4.47;1.98;0.46;93.88;117.7468;False;False;True;False;True;False;False;False;False;True;False;False;279;8
465;19.37;3.0;4.69;0.69;0.11;81.08;26.9741;False;False;True;False;True;False;False;False;True;True;False;False;466;9
66;7.91;4.0;4.09;1.55;0.47;110.69;68.3748;False;False;True;False;True;False;False;False;True;True;False;False;67;9
580;23.5;4.0;3.34;1.0;0.23;43.87;36.9301;False;False;True;False;True;False;False;False;True;True;False;False;581;9
97;21.95;3.0;4.05;0.88;0.1;44.99;27.865;False;False;True;False;True;False;False;False;True;True;False;False;98;9
572;20.43;2.0;2.51;1.43;0.39;53.63;52.6406;False;True;False;False;True;False;False;False;True;True;False;False;573;9
567;22.44;3.0;3.0;1.25;0.23;63.08;45.5584;False;False;True;False;True;False;True;False;False;False;False;False;568;9
649;25.42;4.0;4.84;1.43;0.2;67.58;54.7066;False;True;False;False;True;False;False;False;True;True;False;False;650;9
562;7.68;3.0;3.48;1.52;0.48;94.11;60.32639999999999;False;True;False;False;True;False;False;False;True;True;False;False;563;9
648;39.67;1.0;3.88;1.16;0.23;52.06;61.871;False;True;False;False;True;False;False;False;True;True;False;False;649;9
619;37.66;4.0;4.02;1.36;0.31;104.15;87.5241;False;True;False;False;True;False;False;False;True;True;False;False;620;9
81;31.54;2.0;3.09;1.91;0.26;93.37;87.6076;False;False;True;False;True;False;True;False;False;True;False;False;82;9
400;6.05;3.0;3.89;0.84;0.33;46.98;24.4754;False;False;True;False;True;False;False;False;True;True;False;False;401;9
67;40.31;4.0;4.18;1.34;0.12;108.49;71.2142;False;False;True;False;True;False;False;False;True;True;False;False;68;9
854;11.05;4.0;4.76;0.75;0.18;14.0;15.5675;False;False;False;True;True;False;False;False;True;True;False;False;855;9
258;28.93;2.0;3.31;2.0;0.46;29.14;74.5744;False;False;True;False;True;False;False;False;True;True;False;False;259;9
246;21.98;1.0;4.02;1.52;0.17;22.2;41.2036;False;False;True;False;True;False;False;False;True;True;False;False;247;9
600;9.28;3.0;3.06;0.51;0.43;71.29;38.447500000000005;False;False;True;False;True;False;False;False;True;True;False;False;601;9
61;14.3;3.0;4.99;0.99;0.37;108.2;59.181;False;False;False;True;True;False;True;False;False;True;False;False;62;9
392;19.23;3.0;3.48;1.9;0.42;117.75;89.472;False;False;True;False;True;False;False;False;True;True;False;False;393;9
633;27.07;1.0;2.23;0.74;0.25;35.88;31.2318;False;True;False;False;True;False;False;False;True;True;False;False;634;9
673;26.7;4.0;4.51;1.62;0.22;13.75;50.789;False;True;False;False;True;False;False;False;True;True;False;False;674;9
712;24.11;2.0;3.2;0.9;0.11;12.4;26.263;False;True;False;False;False;False;False;False;True;True;False;False;713;9
391;21.22;2.0;3.76;1.85;0.3;100.66;73.21499999999999;False;False;True;False;True;False;False;False;True;True;False;False;392;9
714;18.09;4.0;4.32;0.72;0.25;7.7;19.2698;False;False;True;False;True;False;False;False;True;True;False;False;715;9
742;37.63;4.0;3.63;0.68;0.11;85.34;38.6058;False;True;False;False;True;False;False;False;True;True;False;False;743;9
123;6.39;4.0;4.28;1.31;0.38;102.57;51.6275;False;True;False;False;True;False;True;False;False;True;False;False;124;9
387;9.69;2.0;4.75;1.04;0.26;85.28;37.0004;False;False;True;False;True;False;False;False;True;True;False;False;388;9
390;49.53;2.0;4.16;1.19;0.16;36.33;68.9135;False;False;True;False;True;False;False;False;True;True;False;False;391;9
336;42.92;3.0;4.66;1.05;0.34;62.85;71.095;False;False;True;False;True;False;True;False;False;True;False;False;337;9
339;5.79;2.0;3.89;1.95;0.45;10.65;19.973;False;False;True;False;True;False;False;False;True;True;False;False;340;9
332;1.71;4.0;4.45;1.27;0.18;87.85;22.4347;False;False;True;False;True;False;True;False;False;True;False;False;333;9
338;116.66768073006573;2.0;3.81;0.74;0.25;110.82;248.29520891209057;False;False;True;False;True;False;True;False;False;True;False;False;339;9
737;41.01;1.0;3.95;1.8;0.42;16.56;84.7232;False;False;True;False;False;False;False;False;True;True;False;False;738;9
755;39.91;4.0;3.65;1.33;0.44;42.63;75.4875;False;True;False;False;True;False;False;False;True;True;False;False;756;9
435;35.35;1.0;4.2;1.21;0.15;79.01;58.825;False;False;True;False;True;False;False;False;True;True;False;False;436;9
762;13.18;4.0;2.47;1.5;0.4;84.05;55.86;False;False;True;False;True;False;False;False;True;True;False;False;763;9
402;25.76;3.0;2.39;0.56;0.21;94.76;36.7152;False;False;True;False;True;False;True;False;False;True;False;False;403;9
413;29.1;4.0;3.26;0.82;0.12;29.8;30.698;False;False;True;False;True;False;True;False;False;True;False;False;414;9
766;38.36;3.0;4.94;0.79;0.36;39.09;49.3168;False;True;False;False;True;False;False;False;True;True;False;False;767;9
626;23.66;3.0;3.53;0.61;0.15;52.82;25.8856;False;False;True;False;True;False;False;False;True;True;False;False;627;9
690;16.86;1.0;4.09;1.34;0.45;108.96;75.7144;False;False;True;False;True;False;False;False;True;True;False;False;691;9
396;43.06;1.0;4.74;1.71;0.38;42.04;94.3478;True;False;False;False;False;False;False;True;False;True;False;False;397;10
651;27.32;2.0;3.62;0.66;0.43;62.17;48.3843;True;False;False;False;False;False;False;True;False;True;False;False;652;10
316;21.04;2.0;2.36;0.85;0.2;72.41;34.726;True;False;False;False;True;False;False;True;False;False;True;False;317;10
91;35.95;4.0;3.58;0.95;0.44;6.1;40.4165;True;False;False;False;False;True;False;True;False;True;False;False;92;10
208;1.25;3.0;3.97;1.49;0.31;12.8;9.8005;False;False;False;False;True;False;False;True;False;False;True;False;209;10
565;29.91;1.0;4.38;1.4;0.11;58.4;52.678;True;False;False;False;False;False;False;True;False;True;False;False;566;10
972;36.9;4.0;3.94;1.81;0.28;106.66;100.5938;False;False;True;False;False;True;False;True;False;True;False;False;973;10
151;12.74;4.0;4.03;1.8;0.16;52.47;35.357200000000006;False;True;False;False;True;False;False;True;False;False;True;False;152;10
171;1.81;1.0;2.86;1.71;0.32;20.63;12.5567;False;False;False;True;True;False;False;True;False;False;True;False;172;10
121;44.91;1.0;4.73;1.11;0.33;25.7;63.0611;False;False;False;True;True;False;False;True;False;False;True;False;122;10
126;41.08;4.0;3.31;1.71;0.46;36.86;90.5124;False;False;True;False;False;False;False;True;False;False;False;False;127;10
133;17.54;2.0;2.56;1.29;0.49;52.06;50.696;False;False;True;False;True;False;False;True;False;False;True;False;134;10
18;22.17;4.0;2.34;1.97;0.41;57.59;69.6268;False;False;False;True;False;False;False;True;False;True;False;False;19;11
15;9.99;4.0;4.33;0.85;0.43;34.0;27.4415;False;False;False;True;True;False;True;False;False;True;False;False;16;11
315;35.1;2.0;2.17;0.7;0.31;86.57;53.5767;True;False;False;False;True;False;False;False;False;False;True;False;316;11
309;14.27;2.0;3.25;0.97;0.11;19.13;19.1962;False;True;False;False;True;False;False;False;False;False;True;False;310;11
749;31.59;3.0;2.26;1.72;0.42;40.38;73.5544;False;False;True;False;False;False;True;False;False;False;False;False;750;12
221;28.85;1.0;3.27;0.61;0.47;91.67;63.9534;False;False;True;False;False;False;True;False;False;True;False;False;222;12
644;6.87;4.0;4.35;1.9;0.48;89.4;60.315;False;False;True;False;False;False;True;False;False;True;False;False;645;12
36;15.93;2.0;2.44;1.5;0.42;20.67;35.016400000000004;True;False;False;False;True;False;False;True;False;False;False;False;37;12
20;30.98;1.0;4.5;0.84;0.25;57.02;44.7782;True;False;False;False;False;True;False;True;False;False;True;False;21;12
790;8.51;4.0;2.43;1.58;0.49;63.88;47.177;False;False;True;False;False;False;False;False;True;True;False;False;791;13
799;46.2;1.0;2.93;1.46;0.43;16.33;77.40390000000001;False;False;True;False;False;False;False;False;True;True;False;False;800;13
54;30.3;1.0;4.5;1.64;0.35;51.65;72.2695;False;False;False;True;False;True;False;True;False;True;False;False;55;13
981;38.77;1.0;3.45;0.71;0.2;38.49;38.6747;False;True;False;False;True;False;False;False;True;True;False;False;982;14
951;33.59;4.0;4.99;1.16;0.15;77.02;55.5074;False;False;True;False;True;False;False;False;True;True;False;False;952;14
161;31.98;3.0;2.32;1.16;0.35;52.39;57.7533;False;False;True;False;False;False;False;False;True;True;False;False;162;14
847;49.85;3.0;4.94;1.21;0.11;104.35;76.737;False;False;True;False;True;False;False;False;True;True;False;False;848;14
295;26.59;2.0;4.39;0.93;0.1;51.41;34.2597;False;False;True;False;True;False;False;False;True;True;False;False;296;14
974;2.53;2.0;4.14;1.1;0.45;110.59;56.688500000000005;False;False;True;False;True;False;False;False;True;True;False;False;975;14
915;22.37;3.0;3.27;1.32;0.12;13.15;34.376400000000004;False;True;False;False;True;False;False;False;True;True;False;False;916;14
975;13.85;4.0;4.77;1.25;0.38;98.75;59.6075;False;False;False;True;True;False;False;False;True;True;False;False;976;14
239;9.68;2.0;3.37;1.91;0.13;72.94;31.341;False;False;True;False;True;False;False;False;True;False;False;False;240;14
310;22.51;4.0;2.5;1.66;0.19;28.35;45.2531;False;False;True;False;True;False;False;False;False;True;False;False;311;14
319;13.26;4.0;3.49;1.56;0.33;44.36;38.814400000000006;False;False;True;False;True;False;False;False;True;True;False;False;320;14
575;47.53;2.0;2.11;0.77;0.2;90.19;56.7461;False;False;True;False;True;False;False;False;True;False;False;False;576;14
816;29.97;3.0;4.17;0.56;0.45;97.58;64.86420000000001;False;False;True;False;True;False;False;False;True;True;False;False;817;14
606;11.11;1.0;3.48;0.54;0.18;21.64;13.3746;False;False;True;False;True;False;False;False;False;False;False;False;607;14
994;18.69;3.0;4.9;1.79;0.17;79.41;51.8548;False;True;False;False;True;False;False;False;True;True;False;False;995;14
807;46.35;1.0;3.1;0.95;0.24;89.15;68.52850000000001;False;False;True;False;True;False;False;False;True;True;False;False;808;14
711;30.19;2.0;2.37;0.76;0.4;113.33;70.6464;False;False;True;False;True;False;False;False;True;False;False;False;712;14
637;12.88;2.0;4.8;1.44;0.49;42.13;43.9909;False;False;True;False;False;True;False;True;False;True;False;False;638;15
88;44.47;1.0;4.79;0.79;0.31;64.0;59.761300000000006;False;False;False;True;False;True;False;True;False;True;False;False;89;15
815;26.42;3.0;4.8;1.98;0.22;16.49;60.7394;False;False;False;True;False;True;False;True;False;True;False;False;816;15
434;5.12;4.0;3.17;1.92;0.21;75.09;28.7693;False;False;True;False;False;True;False;True;False;True;False;False;435;15
772;7.25;3.0;2.2;1.46;0.13;81.33;23.3579;False;False;False;False;False;True;False;True;False;True;False;False;773;15
800;35.65;4.0;4.35;0.69;0.42;35.49;43.8543;False;False;False;True;False;True;False;True;False;False;True;False;801;15
735;43.98;4.0;4.53;1.21;0.32;47.22;72.8562;False;True;False;False;False;True;False;True;False;True;False;False;736;15
841;33.51;4.0;3.94;1.09;0.32;67.27;61.9923;True;False;False;False;False;True;False;True;False;False;True;False;842;15
927;27.54;1.0;4.3;0.96;0.49;102.08;80.7576;True;False;False;False;False;True;False;True;False;True;False;False;928;15
720;46.98;4.0;4.4;1.92;0.45;15.7;101.6666;False;False;True;False;False;True;False;True;False;True;False;False;721;15
754;7.82;2.0;3.2;0.98;0.27;93.64;36.1464;False;False;False;True;False;True;False;True;False;False;True;False;755;15
965;18.43;2.0;2.17;1.08;0.2;114.78;45.03040000000001;True;False;False;False;False;True;False;True;False;True;False;False;966;15
376;42.4;4.0;4.6;0.79;0.36;15.91;43.823600000000006;True;False;False;False;False;False;False;True;False;False;False;False;377;15
14;9.91;2.0;2.32;1.26;0.34;41.72;28.9914;False;True;False;False;True;False;True;False;False;True;False;False;15;15
654;22.15;2.0;2.56;0.91;0.42;24.45;32.985499999999995;False;False;True;False;False;True;False;True;False;True;False;False;655;15
589;8.44;3.0;2.06;0.63;0.45;75.4;41.30720000000001;False;True;False;False;False;True;False;True;False;True;False;False;590;15
870;19.29;3.0;3.99;1.51;0.16;94.79;48.2843;False;True;False;False;False;True;False;True;False;True;False;False;871;15
835;126.54762829842768;1.0;4.23;0.85;0.28;29.3;224.9146628555729;True;False;False;False;False;True;False;True;False;False;False;False;836;15
826;17.97;3.0;4.85;0.82;0.15;91.83;33.3599;False;False;True;False;False;True;False;True;False;True;False;False;827;15
541;30.7;4.0;2.38;1.09;0.21;41.37;44.5307;False;False;True;False;False;True;False;True;False;True;False;False;542;15
591;32.4;4.0;4.33;1.88;0.28;13.17;68.9296;False;False;False;True;False;True;False;True;False;True;False;False;592;15
515;2.29;1.0;4.26;1.8;0.41;13.54;13.9334;False;False;True;False;False;True;False;True;False;True;False;False;516;15
926;14.17;4.0;4.84;0.65;0.15;37.82;19.7235;True;False;False;False;False;True;False;True;False;False;False;True;927;15
934;9.41;3.0;4.32;0.53;0.48;39.21;28.1281;False;False;False;False;False;True;False;True;False;True;False;False;935;15
881;33.92;4.0;3.59;0.76;0.17;39.58;36.09780000000001;False;True;False;False;False;True;False;True;False;True;False;False;882;15
957;3.3;2.0;3.22;1.11;0.25;105.2;33.183;True;False;False;False;False;True;False;True;False;True;False;False;958;15
511;21.49;4.0;4.45;1.71;0.28;47.2;54.4139;False;True;False;False;False;True;False;True;False;False;True;False;512;15
936;1.9;1.0;3.66;0.82;0.28;88.44;29.9812;False;False;True;False;False;True;False;True;False;True;False;False;937;15
70;38.84;2.0;4.93;1.34;0.25;50.21;69.52810000000001;False;False;True;False;False;True;False;True;False;True;False;False;71;15
888;5.87;4.0;2.84;0.93;0.34;58.15;28.0701;False;True;False;False;False;True;False;True;False;True;False;False;889;15
860;39.0;1.0;2.19;1.56;0.43;64.81;90.8983;False;True;False;False;False;True;False;True;False;True;False;False;861;15
2;36.87;1.0;2.7;1.21;0.15;37.27;52.9032;False;True;False;False;False;True;True;False;False;True;False;False;3;15
758;44.8;1.0;4.51;1.58;0.35;94.11;108.2325;False;False;True;False;False;True;False;True;False;True;False;False;759;15
187;28.2;2.0;4.74;1.03;0.22;15.0;37.086;False;False;True;False;False;True;False;True;False;True;False;False;188;15
782;13.34;4.0;4.29;0.71;0.45;87.97;53.3479;True;False;False;False;False;True;False;True;False;False;False;False;783;15
561;11.44;1.0;3.0;1.28;0.2;103.06;38.2552;False;False;True;False;False;True;False;True;False;False;True;False;562;16
24;23.35;3.0;3.59;0.6;0.24;66.8;33.632000000000005;False;False;False;True;False;False;False;True;False;False;True;False;25;16
398;37.79;1.0;4.86;0.98;0.2;13.64;44.6222;True;False;False;False;False;False;False;False;True;True;False;False;399;16
21;7.84;4.0;3.73;0.82;0.3;53.8;26.2988;False;False;True;False;True;False;False;False;True;False;False;False;22;17
346;32.12;4.0;2.63;1.12;0.43;112.31;86.89770000000001;True;False;False;False;True;False;True;False;False;False;True;False;347;17
602;9.67;4.0;2.96;1.94;0.26;42.3;32.7178;False;False;True;False;False;True;False;False;True;True;False;False;603;17
535;47.29;1.0;2.71;1.75;0.14;87.75;97.75249999999998;False;False;True;False;False;True;True;False;False;True;False;False;536;17
576;8.21;3.0;2.97;1.36;0.34;95.18;46.49680000000001;False;False;True;False;False;True;False;False;True;True;False;False;577;17
359;29.2;3.0;3.76;1.45;0.18;76.53;59.87539999999999;True;False;False;False;True;False;True;False;False;False;True;False;360;17
113;40.6;3.0;2.73;0.55;0.26;17.2;29.532000000000004;True;False;False;False;False;True;False;False;True;True;False;False;114;18
302;145.74705994904548;3.0;2.82;0.83;0.49;60.29;325.0989498083767;False;False;True;False;True;False;True;False;False;False;True;False;303;18
128;1.34;3.0;3.64;1.33;0.46;37.6;22.718200000000003;False;False;False;False;False;True;False;False;True;True;False;False;129;18
385;40.37;1.0;3.46;1.9;0.43;84.32;116.42059999999998;True;False;False;False;True;False;True;False;False;False;True;False;386;18
